korpus,bracket,deck,labelQuelle,deckeDahinter,quelle,unbekannteKarten,totalCards,fastManaCount,landCount,untappedLandPercent,averageCmc,cheapCardRatio,manaByTurn3,cheapestWinComboMana,earliestWinTurn,completeComboCount,winComboCount,distinctWinLines,tutorCount,drawCount,freeInteractionCount,counterspellCount,removalCount,boardwipeCount,rampCount,interactionDensity,gameChangerCount,colorCount,simMedianWinTurn,simWinByTurn3,simWinByTurn4,simWinByTurn5,simWinRate
Bracket 2,2,baylen-the-haymaker (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2887,https://json.edhrec.com/pages/average-decks/baylen-the-haymaker/core.json,0,100,1,35,91,2.54,0.06,3,,,0,0,0,0,11,0,0,8,2,9,0.08,0,5,,0,0,0,0
Bracket 2,2,miirym-sentinel-wyrm (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3159,https://json.edhrec.com/pages/average-decks/miirym-sentinel-wyrm/core.json,0,100,1,36,89,4.27,0.01,3,,,0,0,0,0,11,2,2,9,1,20,0.13,0,5,,0,0,0,0
Bracket 2,2,chatterfang-squirrel-general (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2703,https://json.edhrec.com/pages/average-decks/chatterfang-squirrel-general/core.json,0,100,1,34,79,2.88,0.08,2.9,,,3,0,0,0,11,0,1,9,1,16,0.1,0,5,,0,0,0,0
Bracket 2,2,ulalek-fused-atrocity (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2692,https://json.edhrec.com/pages/average-decks/ulalek-fused-atrocity/core.json,0,100,2,36,97,4.56,0.04,3.2,14,,1,1,8,0,14,1,1,21,4,23,0.23,0,5,8.5,0.0005,0.0005,0.002,0.012
Bracket 2,2,frodo-adventurous-hobbit-sam-loyal-attendant (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3187,https://json.edhrec.com/pages/average-decks/frodo-adventurous-hobbit-sam-loyal-attendant/core.json,0,100,1,36,75,2.78,0.08,2.8,,,0,0,0,3,14,1,0,11,4,17,0.12,0,5,,0,0,0,0
Bracket 2,2,hashaton-scarabs-fist (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1275,https://json.edhrec.com/pages/average-decks/hashaton-scarabs-fist/core.json,0,100,1,35,83,2.92,0.1,2.9,,,0,0,0,0,27,2,2,12,5,13,0.16,0,5,,0,0,0,0
Bracket 2,2,bello-bard-of-the-brambles (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",4264,https://json.edhrec.com/pages/average-decks/bello-bard-of-the-brambles/core.json,0,100,2,36,78,3.78,0.01,3,,,1,0,0,0,15,4,0,9,2,28,0.13,0,5,,0,0,0,0
Bracket 2,2,ashling-the-limitless (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1748,https://json.edhrec.com/pages/average-decks/ashling-the-limitless/core.json,0,100,1,38,71,4.31,0.03,2.8,,,0,0,0,0,11,3,0,14,4,18,0.17,0,5,,0,0,0,0
Bracket 2,2,esika-god-of-the-tree (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1422,https://json.edhrec.com/pages/average-decks/esika-god-of-the-tree/core.json,0,100,1,39,74,3.61,0.04,2.8,14,,1,1,1,1,15,3,2,12,4,24,0.17,0,5,9,0,0,0,0.0055
Bracket 2,2,hakbal-of-the-surging-soul (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3147,https://json.edhrec.com/pages/average-decks/hakbal-of-the-surging-soul/core.json,0,100,1,36,81,2.91,0.04,2.9,,,0,0,0,0,16,1,3,9,2,10,0.13,0,5,,0,0,0,0
Bracket 2,2,muldrotha-the-gravetide (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1805,https://json.edhrec.com/pages/average-decks/muldrotha-the-gravetide/core.json,0,100,1,36,89,2.83,0.09,3,,,0,0,0,1,11,1,2,12,1,20,0.15,0,5,,0,0,0,0
Bracket 2,2,rin-and-seri-inseparable (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3636,https://json.edhrec.com/pages/average-decks/rin-and-seri-inseparable/core.json,0,100,1,36,89,2.98,0.06,3,,,0,0,0,0,9,0,0,8,1,10,0.08,0,5,,0,0,0,0
Bracket 2,2,glarb-calamitys-augur (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1588,https://json.edhrec.com/pages/average-decks/glarb-calamitys-augur/core.json,0,100,1,36,92,2.98,0.1,3,,,0,0,0,0,16,1,2,8,1,24,0.11,0,5,,0,0,0,0
Bracket 2,2,animar-soul-of-elements (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1718,https://json.edhrec.com/pages/average-decks/animar-soul-of-elements/core.json,0,100,3,36,94,3.33,0.08,3.3,,,4,0,0,0,16,2,3,8,1,20,0.13,0,5,,0,0,0,0
Bracket 2,2,arcades-the-strategist (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3664,https://json.edhrec.com/pages/average-decks/arcades-the-strategist/core.json,0,100,1,34,94,2.77,0.08,3,,,1,0,0,0,8,0,2,10,4,11,0.12,0,5,,0,0,0,0
Bracket 2,2,aragorn-the-uniter (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2722,https://json.edhrec.com/pages/average-decks/aragorn-the-uniter/core.json,0,100,1,36,81,3.02,0.05,2.9,,,0,0,0,0,18,0,3,13,1,21,0.16,0,5,,0,0,0,0
Bracket 2,2,ygra-eater-of-all (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2685,https://json.edhrec.com/pages/average-decks/ygra-eater-of-all/core.json,0,100,1,35,86,2.69,0.11,2.9,,,11,0,0,0,11,0,0,15,4,18,0.15,0,5,,0,0,0,0
Bracket 2,2,the-necrobloom (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1715,https://json.edhrec.com/pages/average-decks/the-necrobloom/core.json,0,100,1,40,73,3.12,0.07,2.8,,,1,0,0,0,9,0,0,6,0,33,0.06,2,5,,0,0,0,0
Bracket 2,2,flubs-the-fool (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1750,https://json.edhrec.com/pages/average-decks/flubs-the-fool/core.json,0,100,1,38,89,2.92,0.1,3,,,0,0,0,0,12,0,0,7,1,29,0.07,0,5,,0,0,0,0
Bracket 2,2,mr-house-president-and-ceo (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2526,https://json.edhrec.com/pages/average-decks/mr-house-president-and-ceo/core.json,0,100,1,35,86,3.15,0.06,2.9,,,0,0,0,0,6,1,0,13,3,18,0.14,0,5,,0,0,0,0
Bracket 2,2,arabella-abandoned-doll (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3376,https://json.edhrec.com/pages/average-decks/arabella-abandoned-doll/core.json,0,100,1,35,91,2.8,0.08,3,,,0,0,0,0,11,1,0,12,4,9,0.13,0,5,,0,0,0,0
Bracket 2,2,caesar-legions-emperor (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2874,https://json.edhrec.com/pages/average-decks/caesar-legions-emperor/core.json,0,100,1,36,75,3.09,0.05,2.8,,,0,0,0,0,10,1,0,16,5,11,0.17,0,5,,0,0,0,0
Bracket 2,2,breya-etherium-shaper (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1128,https://json.edhrec.com/pages/average-decks/breya-etherium-shaper/core.json,0,100,1,35,69,3.29,0.05,2.8,,,1,0,0,0,15,0,2,9,2,17,0.11,0,5,,0,0,0,0
Bracket 2,2,wilhelt-the-rotcleaver (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2656,https://json.edhrec.com/pages/average-decks/wilhelt-the-rotcleaver/core.json,0,100,2,36,81,3.17,0.09,3.1,,,4,0,0,0,9,0,2,9,3,8,0.11,0,5,,0,0,0,0
Bracket 2,2,oloro-ageless-ascetic (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",739,https://json.edhrec.com/pages/average-decks/oloro-ageless-ascetic/core.json,0,100,1,35,80,3.06,0.07,2.9,9,,9,1,2,0,9,0,4,14,6,7,0.18,0,5,9.5,0,0,0,0.004
Bracket 2,2,maralen-fae-ascendant (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1018,https://json.edhrec.com/pages/average-decks/maralen-fae-ascendant/core.json,0,100,1,35,91,3.03,0.07,3,,,0,0,0,1,12,1,5,8,0,14,0.14,0,5,,0,0,0,0
Bracket 2,2,meren-of-clan-nel-toth (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1566,https://json.edhrec.com/pages/average-decks/meren-of-clan-nel-toth/core.json,0,100,1,35,86,2.85,0.13,2.9,,,0,0,0,1,11,0,0,23,3,15,0.23,0,5,,0,0,0,0
Bracket 2,2,kuja-genome-sorcerer (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1153,https://json.edhrec.com/pages/average-decks/kuja-genome-sorcerer/core.json,0,100,2,35,86,2.83,0.07,3.1,,,0,0,0,0,14,3,0,18,2,11,0.21,0,5,,0,0,0,0
Bracket 2,2,ureni-of-the-unwritten (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1515,https://json.edhrec.com/pages/average-decks/ureni-of-the-unwritten/core.json,0,100,1,37,84,4.1,0.04,2.9,,,0,0,0,0,12,2,0,16,2,21,0.18,0,5,,0,0,0,0
Bracket 2,2,kinnan-bonder-prodigy (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",80,https://json.edhrec.com/pages/average-decks/kinnan-bonder-prodigy/core.json,0,100,2,33,97,3.04,0.15,3.1,,,13,0,0,3,8,2,7,11,0,31,0.2,0,5,,0,0,0,0
Bracket 2,2,teysa-karlov (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1794,https://json.edhrec.com/pages/average-decks/teysa-karlov/core.json,0,100,1,35,86,2.74,0.13,2.9,,,6,0,0,0,13,0,0,16,5,15,0.16,0,5,,0,0,0,0
Bracket 2,2,gishath-suns-avatar (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3030,https://json.edhrec.com/pages/average-decks/gishath-suns-avatar/core.json,0,100,1,37,89,4.43,0.04,3,27,,3,2,2,0,11,5,0,10,2,20,0.15,0,5,,0,0,0,0
Bracket 2,2,zhulodok-void-gorger (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",759,https://json.edhrec.com/pages/average-decks/zhulodok-void-gorger/core.json,0,100,2,37,92,5.32,0.04,3.1,,,0,0,0,0,17,4,4,26,4,21,0.34,0,5,,0,0,0,0
Bracket 2,2,tom-bombadil (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1965,https://json.edhrec.com/pages/average-decks/tom-bombadil/core.json,0,100,1,36,67,3.34,0.05,2.8,,,1,0,0,1,20,1,0,14,3,23,0.15,0,5,,0,0,0,0
Bracket 2,2,atla-palani-nest-tender (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2295,https://json.edhrec.com/pages/average-decks/atla-palani-nest-tender/core.json,0,100,1,36,92,4.34,0.04,3,10,,3,1,6,0,8,5,0,15,2,13,0.2,0,5,10,0,0,0,0.0005
Bracket 2,2,tidus-yunas-guardian (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1248,https://json.edhrec.com/pages/average-decks/tidus-yunas-guardian/core.json,0,100,3,37,70,2.98,0.09,3,7,,3,3,2,0,6,2,2,16,4,13,0.2,1,5,8,0,0,0,0.0035
Bracket 2,2,korvold-fae-cursed-king (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1252,https://json.edhrec.com/pages/average-decks/korvold-fae-cursed-king/core.json,0,100,1,36,94,3.11,0.07,3,9,,11,5,1,0,11,0,0,12,2,32,0.12,0,5,8,0,0.001,0.0035,0.0395
Bracket 2,2,shorikai-genesis-engine (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2080,https://json.edhrec.com/pages/average-decks/shorikai-genesis-engine/core.json,0,100,1,34,91,3.23,0.06,3,,,1,0,0,0,12,0,2,11,2,13,0.13,0,5,,0,0,0,0
Bracket 2,2,zurgo-stormrender (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1642,https://json.edhrec.com/pages/average-decks/zurgo-stormrender/core.json,0,100,1,36,81,3.02,0.06,2.9,,,0,0,0,0,11,2,0,10,2,9,0.12,0,5,,0,0,0,0
Bracket 2,2,go-shintai-of-lifes-origin (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1226,https://json.edhrec.com/pages/average-decks/go-shintai-of-lifes-origin/core.json,0,100,1,38,55,2.92,0.06,2.6,,,0,0,0,1,9,1,1,9,2,14,0.11,0,5,,0,0,0,0
Bracket 2,2,urza-lord-high-artificer (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",170,https://json.edhrec.com/pages/average-decks/urza-lord-high-artificer/core.json,0,100,2,34,97,2.7,0.15,3.2,,,8,0,0,1,18,3,6,5,0,9,0.14,0,5,,0,0,0,0
Bracket 2,2,krrik-son-of-yawgmoth (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",390,https://json.edhrec.com/pages/average-decks/krrik-son-of-yawgmoth/core.json,0,100,2,34,94,3.26,0.1,3.2,,,4,0,0,0,11,0,0,19,5,12,0.19,0,5,,0,0,0,0
Bracket 2,2,felothar-the-steadfast (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1416,https://json.edhrec.com/pages/average-decks/felothar-the-steadfast/core.json,0,100,1,37,78,3.25,0.05,2.9,,,0,0,0,0,7,0,0,12,4,15,0.12,0,5,,0,0,0,0
Bracket 2,2,queen-marchesa (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2062,https://json.edhrec.com/pages/average-decks/queen-marchesa/core.json,0,100,1,34,82,3.62,0.04,2.9,,,0,0,0,0,21,0,0,21,5,13,0.21,0,5,,0,0,0,0
Bracket 2,2,the-wandering-minstrel (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1017,https://json.edhrec.com/pages/average-decks/the-wandering-minstrel/core.json,0,100,1,40,43,3.08,0.08,2.5,,,0,0,0,0,12,1,2,5,0,31,0.08,0,5,,0,0,0,0
Bracket 2,2,zaxara-the-exemplary (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1969,https://json.edhrec.com/pages/average-decks/zaxara-the-exemplary/core.json,0,100,1,36,89,2.3,0.14,3,,,2,0,0,0,14,3,5,8,0,15,0.16,0,5,,0,0,0,0
Bracket 2,2,helga-skittish-seer (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1896,https://json.edhrec.com/pages/average-decks/helga-skittish-seer/core.json,0,100,2,35,94,3.37,0.1,3.2,,,2,0,0,0,15,3,3,6,0,24,0.12,0,5,,0,0,0,0
Bracket 2,2,avatar-aang (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1190,https://json.edhrec.com/pages/average-decks/avatar-aang/core.json,0,100,1,36,75,3.19,0.03,2.8,,,4,0,0,0,20,1,2,11,1,21,0.14,0,5,,0,0,0,0
Bracket 2,2,ghyrson-starn-kelermorph (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1625,https://json.edhrec.com/pages/average-decks/ghyrson-starn-kelermorph/core.json,0,100,1,35,89,2.31,0.18,3,7,,8,6,3,0,14,1,4,30,9,7,0.35,0,5,9,0.0005,0.001,0.003,0.0525
Bracket 2,2,choco-seeker-of-paradise (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1447,https://json.edhrec.com/pages/average-decks/choco-seeker-of-paradise/core.json,0,100,1,38,89,3,0.1,3,,,0,0,0,0,11,3,5,5,1,14,0.13,0,5,,0,0,0,0
Bracket 2,2,xyris-the-writhing-storm (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2499,https://json.edhrec.com/pages/average-decks/xyris-the-writhing-storm/core.json,0,100,1,36,81,2.63,0.13,2.9,,,0,0,0,0,20,0,3,6,1,13,0.09,0,5,,0,0,0,0
Bracket 2,2,the-first-sliver (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1929,https://json.edhrec.com/pages/average-decks/the-first-sliver/core.json,0,100,1,37,76,3.03,0.06,2.8,,,0,0,0,0,5,2,0,7,0,12,0.09,0,5,,0,0,0,0
Bracket 2,2,kotis-the-fangkeeper (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1289,https://json.edhrec.com/pages/average-decks/kotis-the-fangkeeper/core.json,0,100,1,36,94,2.55,0.12,3,,,0,0,0,0,12,3,4,7,2,16,0.14,0,5,,0,0,0,0
Bracket 2,2,terra-herald-of-hope (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1702,https://json.edhrec.com/pages/average-decks/terra-herald-of-hope/core.json,0,100,1,36,81,3.47,0.07,2.9,,,0,0,0,0,17,1,0,11,2,16,0.12,0,5,,0,0,0,0
Bracket 2,2,terra-magical-adept (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",787,https://json.edhrec.com/pages/average-decks/terra-magical-adept/core.json,0,100,1,37,78,3.3,0.08,2.9,,,1,0,0,1,18,1,1,19,1,23,0.21,0,5,,0,0,0,0
Bracket 2,2,auntie-ool-cursewretch (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1129,https://json.edhrec.com/pages/average-decks/auntie-ool-cursewretch/core.json,0,100,1,37,78,3.44,0.03,2.9,,,4,0,0,0,19,1,0,29,7,12,0.3,0,5,,0,0,0,0
Bracket 2,2,betor-ancestors-voice (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",776,https://json.edhrec.com/pages/average-decks/betor-ancestors-voice/core.json,0,100,1,40,93,2.77,0.11,3,,,0,0,0,0,15,0,0,11,1,17,0.11,0,5,,0,0,0,0
Bracket 2,2,eriette-of-the-charmed-apple (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2198,https://json.edhrec.com/pages/average-decks/eriette-of-the-charmed-apple/core.json,0,100,1,36,89,2.53,0.13,3,,,0,0,0,0,13,1,0,10,1,5,0.11,0,5,,0,0,0,0
Bracket 2,2,sisay-weatherlight-captain (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",634,https://json.edhrec.com/pages/average-decks/sisay-weatherlight-captain/core.json,0,100,1,37,76,3.06,0.06,2.8,,,1,0,0,2,9,2,4,8,1,29,0.14,0,5,,0,0,0,0
Bracket 2,2,kilo-apogee-mind (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1038,https://json.edhrec.com/pages/average-decks/kilo-apogee-mind/core.json,0,100,3,38,76,3.26,0.08,3,,,3,0,0,1,12,2,1,9,2,9,0.12,0,5,,0,0,0,0
Bracket 2,2,henzie-toolbox-torre (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3058,https://json.edhrec.com/pages/average-decks/henzie-toolbox-torre/core.json,1,99,1,38,87,4.33,0.050505050505050504,3,,,0,0,0,0,9,3,0,20,5,17,0.23232323232323232,0,5,,0,0,0,0
Bracket 2,2,ragost-deft-gastronaut (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1119,https://json.edhrec.com/pages/average-decks/ragost-deft-gastronaut/core.json,0,100,1,35,91,2.55,0.12,3,,,0,0,0,1,16,0,0,10,2,17,0.1,0,5,,0,0,0,0
Bracket 2,2,omnath-locus-of-creation (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1416,https://json.edhrec.com/pages/average-decks/omnath-locus-of-creation/core.json,0,100,1,39,79,3.38,0.05,2.9,,,1,0,0,0,10,0,1,7,1,35,0.08,1,5,,0,0,0,0
Bracket 2,2,captain-nghathrod (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2320,https://json.edhrec.com/pages/average-decks/captain-nghathrod/core.json,0,100,1,37,81,3.51,0.02,2.9,,,0,0,0,0,10,2,5,10,3,8,0.17,0,5,,0,0,0,0
Bracket 2,2,voja-jaws-of-the-conclave (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2215,https://json.edhrec.com/pages/average-decks/voja-jaws-of-the-conclave/core.json,0,100,2,35,89,2.89,0.07,3.1,,,0,0,0,0,6,1,0,14,1,23,0.15,0,5,,0,0,0,0
Bracket 2,2,urtet-remnant-of-memnarch (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1822,https://json.edhrec.com/pages/average-decks/urtet-remnant-of-memnarch/core.json,0,100,1,34,65,3.44,0.06,2.7,,,7,0,0,0,7,0,1,7,2,16,0.08,0,5,,0,0,0,0
Bracket 2,2,norman-osborn (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",820,https://json.edhrec.com/pages/average-decks/norman-osborn/core.json,0,100,1,35,89,3.28,0.04,3,,,0,0,0,1,31,1,1,11,3,13,0.13,0,5,,0,0,0,0
Bracket 2,2,hope-estheim (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",736,https://json.edhrec.com/pages/average-decks/hope-estheim/core.json,0,100,1,35,89,2.91,0.11,3,9,,4,4,2,0,11,0,3,8,2,6,0.11,0,5,9,0,0,0,0.008
Bracket 2,2,ezio-auditore-da-firenze (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2014,https://json.edhrec.com/pages/average-decks/ezio-auditore-da-firenze/core.json,0,100,1,37,86,3.19,0.03,3,,,0,0,0,0,12,0,0,12,1,12,0.12,0,5,,0,0,0,0
Bracket 2,2,magda-brazen-outlaw (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1013,https://json.edhrec.com/pages/average-decks/magda-brazen-outlaw/core.json,0,100,1,34,100,2.71,0.16,3.1,,,5,0,0,1,6,0,0,13,3,24,0.13,0,5,,0,0,0,0
Bracket 2,2,zinnia-valleys-voice (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2441,https://json.edhrec.com/pages/average-decks/zinnia-valleys-voice/core.json,0,100,1,36,86,3.25,0.04,3,7,,1,1,5,0,13,0,1,14,5,13,0.15,0,5,8,0,0.0005,0.001,0.017
Bracket 2,2,sidar-jabari-of-zhalfir (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2631,https://json.edhrec.com/pages/average-decks/sidar-jabari-of-zhalfir/core.json,0,100,1,36,72,3.31,0.04,2.8,,,0,0,0,0,17,0,1,15,2,9,0.16,0,5,,0,0,0,0
Bracket 2,2,alela-cunning-conqueror (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1538,https://json.edhrec.com/pages/average-decks/alela-cunning-conqueror/core.json,0,100,1,36,78,3.08,0.08,2.9,,,0,0,0,0,18,2,7,11,4,8,0.2,0,5,,0,0,0,0
Bracket 2,2,obeka-splitter-of-seconds (Core),"EDHREC-Bracket ""core"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1899,https://json.edhrec.com/pages/average-decks/obeka-splitter-of-seconds/core.json,0,100,1,36,94,3.06,0.06,3,8,,1,1,1,0,16,10,4,7,1,16,0.21,0,5,8,0.002,0.0075,0.0155,0.13
Bracket 3,3,yshtola-nights-blessed (Upgraded),"EDHREC-Bracket ""upgraded"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",6410,https://json.edhrec.com/pages/average-decks/yshtola-nights-blessed/upgraded.json,0,100,1,36,86,3.09,0.06,3,,,0,0,0,0,18,5,5,18,2,13,0.28,2,5,,0,0,0,0
Bracket 3,3,the-ur-dragon (Upgraded),"EDHREC-Bracket ""upgraded"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",5113,https://json.edhrec.com/pages/average-decks/the-ur-dragon/upgraded.json,0,100,3,36,92,4.5,0.05,3.5,9,,2,2,6,1,9,1,1,10,4,24,0.12,3,5,9,0,0,0,0.0105
Bracket 3,3,edgar-markov (Upgraded),"EDHREC-Bracket ""upgraded"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",5422,https://json.edhrec.com/pages/average-decks/edgar-markov/upgraded.json,0,100,3,35,89,2.86,0.13,3.3,,,4,0,0,2,12,0,0,9,3,9,0.09,3,5,,0,0,0,0
Bracket 3,3,atraxa-praetors-voice (Upgraded),"EDHREC-Bracket ""upgraded"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",3815,https://json.edhrec.com/pages/average-decks/atraxa-praetors-voice/upgraded.json,0,100,3,36,78,2.8,0.08,3,,,2,0,0,0,15,1,1,11,2,15,0.13,2,5,,0,0,0,0
Bracket 3,3,krenko-mob-boss (Upgraded),"EDHREC-Bracket ""upgraded"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2929,https://json.edhrec.com/pages/average-decks/krenko-mob-boss/upgraded.json,0,100,1,35,94,2.6,0.11,3,7,,12,3,7,1,6,0,0,15,2,9,0.15,1,5,8,0.001,0.003,0.0105,0.0605
Bracket 3,3,vivi-ornitier (Upgraded),"EDHREC-Bracket ""upgraded"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2967,https://json.edhrec.com/pages/average-decks/vivi-ornitier/upgraded.json,0,100,1,33,94,2.4,0.21,3,7,,4,4,3,0,23,3,8,17,5,11,0.28,3,5,9,0,0.0005,0.002,0.052
