korpus,bracket,deck,labelQuelle,deckeDahinter,quelle,unbekannteKarten,totalCards,fastManaCount,landCount,untappedLandPercent,averageCmc,cheapCardRatio,manaByTurn3,cheapestWinComboMana,earliestWinTurn,completeComboCount,winComboCount,distinctWinLines,tutorCount,drawCount,freeInteractionCount,counterspellCount,removalCount,boardwipeCount,rampCount,interactionDensity,gameChangerCount,colorCount,simMedianWinTurn,simWinByTurn3,simWinByTurn4,simWinByTurn5,simWinRate
cEDH,,thranduil-the-elvenking,,,,0,100,8,27,100,1.96,0.31,3.5,6,10,9,3,2,13,8,6,9,4,1,26,0.19,20,5,7,0.0375,0.1065,0.1875,0.592
cEDH,,the-great-goblin,,,,0,100,15,26,96,1.86,0.3,4.5,8,10,13,1,5,9,5,5,3,9,1,26,0.17,14,5,8,0.005,0.0115,0.027,0.2095
cEDH,,smaug-the-impenetrable,,,,0,100,15,28,96,2.42,0.21,4.6,12,,7,3,10,6,4,5,2,15,4,27,0.22,17,5,9,0.0005,0.004,0.01,0.126
cEDH,,bard-king-of-dale,,,,0,100,8,28,96,2.24,0.25,3.3,,,10,0,0,3,17,7,15,9,1,16,0.31,14,5,,0,0,0,0
cEDH,,the-madcap-jester,,,,0,97,12,25,96,1.93,0.28865979381443296,3.9,4,4,6,4,7,6,8,12,11,6,0,22,0.29896907216494845,21,5,7,0.0305,0.058,0.094,0.366
cEDH,,kinnan-bonder-prodigy,,,,0,100,8,27,100,2.53,0.24,3.2,,,9,0,0,4,10,6,12,8,1,27,0.26,15,5,,0,0,0,0
cEDH,,kraum-ludevics-opus-tymna-the-weaver,,,,0,99,12,26,100,1.89,0.32323232323232326,4.2,4,3,7,4,7,7,11,9,11,7,0,23,0.2727272727272727,23,5,7,0.025,0.0575,0.104,0.3855
cEDH,,thrasios-triton-hero-tymna-the-weaver,,,,0,100,6,27,100,1.99,0.28,3.1,6,,6,2,2,10,11,7,9,9,2,24,0.25,22,5,8,0.0125,0.0405,0.096,0.4735
cEDH,,rograkh-son-of-rohgahh-silas-renn-seeker-adept,,,,0,100,15,24,96,1.83,0.33,4.3,4,3,6,4,7,5,10,12,12,7,0,24,0.31,20,5,7,0.0405,0.068,0.1,0.3595
cEDH,,sisay-weatherlight-captain,,,,0,99,6,28,100,2.04,0.26262626262626265,3.2,,,7,0,0,9,12,7,10,12,1,31,0.29292929292929293,14,5,,0,0,0,0
cEDH,,vivi-ornitier,,,,0,100,10,27,96,1.95,0.37,3.6,4,4,7,2,5,3,19,9,13,12,1,19,0.34,15,5,7,0.02,0.028,0.035,0.0975
cEDH,,rograkh-son-of-rohgahh-thrasios-triton-hero,,,,0,100,6,29,100,2,0.28,3.2,,,1,0,0,7,8,6,8,8,1,23,0.22,13,5,,0,0,0,0
cEDH,,yuriko-the-tigers-shadow,,,,0,100,6,30,97,2.47,0.3,3.3,6,,3,3,2,6,12,7,9,12,0,7,0.28,12,5,8,0,0.0025,0.01,0.1315
cEDH,,krrik-son-of-yawgmoth,,,,0,100,11,30,100,2.99,0.19,4.4,11,,9,2,10,7,6,3,0,8,1,17,0.11,14,5,9,0,0,0.0005,0.0705
cEDH,,magda-brazen-outlaw,,,,0,100,7,29,97,2.2,0.27,3.3,,,7,0,0,3,4,5,4,18,1,17,0.27,5,5,,0,0,0,0
cEDH,,etali-primal-conqueror,,,,0,100,15,29,97,2.48,0.24,4.6,,,8,0,0,2,6,4,2,11,0,35,0.17,13,5,,0,0,0,0
cEDH,,kefka-court-mage,,,,0,100,12,29,100,1.97,0.28,4.4,4,3,6,4,7,6,10,11,11,9,2,21,0.31,23,5,7,0.0385,0.0665,0.109,0.376
cEDH,,glarb-calamitys-augur,,,,0,98,8,27,96,2.13,0.29591836734693877,3.5,6,10,3,3,2,8,10,7,9,9,2,19,0.25510204081632654,20,5,8,0.0045,0.0225,0.049,0.3055
cEDH,,urza-lord-high-artificer,,,,0,100,9,30,100,2.03,0.26,3.6,,,7,0,0,5,14,8,14,7,1,14,0.29,11,5,,0,0,0,0
cEDH,,tivit-seller-of-secrets,,,,0,100,8,29,100,1.99,0.26,3.5,6,10,7,3,4,7,12,6,12,11,2,20,0.29,20,5,8,0.005,0.0185,0.0385,0.299
cEDH,,hashaton-scarabs-fist,,,,0,100,9,29,100,2.3,0.29,3.8,6,9,5,3,2,7,15,7,10,7,1,16,0.24,21,5,8,0.0145,0.03,0.056,0.2935
cEDH,,ob-nixilis-captive-kingpin,,,,0,100,15,26,96,1.93,0.24,4.4,6,7,8,3,4,6,5,6,3,13,1,24,0.22,13,5,8,0.019,0.0525,0.0965,0.4475
cEDH,,najeela-the-blade-blossom,,,,0,99,9,28,100,1.89,0.3333333333333333,3.7,4,4,7,7,22,9,8,7,8,7,1,27,0.2222222222222222,22,5,6,0.1145,0.2275,0.3475,0.7655
cEDH,,thrasios-triton-hero-yoshimaru-ever-faithful,,,,0,100,6,30,100,1.96,0.29,3.3,,,10,0,0,6,11,5,8,7,1,23,0.2,14,5,,0,0,0,0
cEDH,,atraxa-grand-unifier,,,,0,97,8,27,100,1.99,0.30927835051546393,3.4,6,10,8,2,2,8,9,6,8,9,2,22,0.23711340206185566,20,5,8,0.0085,0.037,0.0825,0.4075
cEDH,,ral-monsoon-mage,,,,0,100,12,22,100,2.05,0.29,3.4,4,5,11,2,5,3,22,15,10,12,0,23,0.37,10,5,7,0.0215,0.0465,0.0725,0.2435
cEDH,,terra-magical-adept,,,,0,99,12,27,100,1.88,0.3333333333333333,4.3,4,3,5,4,7,7,8,8,8,5,1,30,0.21212121212121213,22,5,7,0.0405,0.065,0.103,0.3775
cEDH,,winota-joiner-of-forces,,,,0,100,5,31,100,2.2,0.24,3.3,6,,4,4,9,2,4,4,4,11,0,13,0.19,6,5,8,0.001,0.004,0.007,0.0635
cEDH,,stella-lee-wild-card,,,,0,100,10,27,100,1.7,0.36,3.6,4,4,4,2,5,6,20,10,13,9,1,17,0.32,14,5,6,0.051,0.08,0.111,0.268
cEDH,,lathril-blade-of-the-elves,,,,0,100,5,32,97,2.51,0.21,3.5,,,8,0,0,7,10,1,0,6,0,20,0.07,12,5,,0,0,0,0
cEDH,,muldrotha-the-gravetide,,,,0,100,7,33,100,1.87,0.31,4,6,8,6,3,2,10,5,5,6,11,3,20,0.22,19,5,7,0.034,0.0785,0.1425,0.5225
cEDH,,sidisi-brood-tyrant,,,,0,99,7,27,96,1.94,0.29292929292929293,3.4,5,7,7,7,2,10,6,7,9,7,2,20,0.23232323232323232,17,5,8,0.0155,0.044,0.0935,0.4485
cEDH,,experiment-kraj,,,,0,100,3,35,97,2.12,0.19,3.2,,,19,0,0,2,9,3,11,6,0,19,0.2,5,5,,0,0,0,0
cEDH,,tasigur-the-golden-fang,,,,0,100,6,28,100,2.38,0.28,3.2,6,,4,2,2,8,7,8,10,10,2,18,0.28,23,5,8,0.0065,0.0235,0.045,0.2925
cEDH,,abomination-of-llanowar,,,,0,100,5,29,79,2.62,0.2,3.1,,,0,0,0,5,8,2,1,16,2,20,0.19,5,5,,0,0,0,0
cEDH,,wort-boggart-auntie,,,,0,100,4,29,97,2.32,0.22,3.2,,,2,0,0,8,9,6,4,18,1,16,0.28,6,5,,0,0,0,0
cEDH,,pashalik-mons,,,,0,100,8,28,96,2.92,0.14,3.5,,,6,0,0,2,19,5,3,15,6,24,0.23,3,5,,0,0,0,0
cEDH,,juri-master-of-the-revue,,,,0,100,10,30,100,2.13,0.23,4.4,6,7,20,8,12,7,6,4,1,11,1,29,0.16,15,5,5,0.0955,0.194,0.2825,0.5595
cEDH,,mauhur-uruk-hai-captain,,,,0,100,1,38,92,2.58,0.12,3,,,0,0,0,0,8,0,0,15,2,17,0.15,1,5,,0,0,0,0
cEDH,,grenzo-dungeon-warden,,,,0,100,12,28,96,2.25,0.23,4.3,7,9,6,1,5,9,1,5,2,9,1,29,0.16,14,5,8,0.005,0.015,0.038,0.2705
cEDH,,rivaz-of-the-claw,,,,0,100,11,34,97,2.89,0.16,4.6,9,,9,2,8,7,2,4,1,13,4,27,0.18,10,5,8,0.0025,0.0225,0.058,0.342
cEDH,,bladewing-the-risen,,,,0,100,14,26,96,2.47,0.24,4.4,12,,19,11,8,6,4,4,2,10,2,26,0.16,14,5,9,0,0.0005,0.0005,0.022
cEDH,,ognis-the-dragons-lash,,,,0,100,9,27,100,2.58,0.19,3.8,5,6,11,6,13,8,5,5,2,10,0,30,0.17,14,5,7,0.019,0.057,0.1065,0.4205
cEDH,,ziatora-the-incinerator,,,,0,100,5,33,97,3.33,0.13,3.6,15,,6,6,3,3,8,1,0,14,1,21,0.15,8,5,8.5,0,0,0,0.005
cEDH,,korvold-fae-cursed-king,,,,0,100,13,30,100,1.76,0.35,4.7,,,2,0,0,7,4,4,3,9,1,33,0.16,16,5,,0,0,0,0
cEDH,,the-council-of-four,,,,0,100,6,32,100,2.4,0.19,3.5,5,7,1,1,3,1,25,6,13,10,3,17,0.29,11,5,7,0.006,0.012,0.022,0.0605
cEDH,,shorikai-genesis-engine,,,,0,100,7,30,97,2.19,0.27,3.4,,,5,0,0,3,11,8,14,13,4,17,0.35,15,5,,0,0,0,0
cEDH,,ephara-god-of-the-polis,,,,0,100,6,33,82,2.21,0.2,3.4,5,7,3,1,3,2,10,7,15,13,5,13,0.35,9,5,7,0.005,0.0115,0.025,0.0945
cEDH,,minn-wily-illusionist,,,,0,100,6,28,100,2.18,0.25,3.2,10,,2,2,8,4,26,7,16,9,1,10,0.32,13,5,10,0,0,0,0.011
cEDH,,mondrak-glory-dominus,,,,0,100,2,29,97,3.27,0.14,2.8,,,0,0,0,2,7,5,1,11,7,9,0.17,6,5,,0,0,0,0
cEDH,,jeleva-nephalias-scourge,,,,0,100,10,28,100,2.06,0.28,4,4,3,7,5,7,7,11,10,12,7,2,20,0.29,23,5,7,0.037,0.0725,0.1225,0.4445
cEDH,,evelyn-the-covetous,,,,0,100,10,28,100,1.99,0.28,4,4,3,8,4,7,7,10,9,11,7,1,17,0.27,21,5,8,0.034,0.0675,0.108,0.4
cEDH,,don-andres-the-renegade,,,,0,100,9,26,96,2.2,0.24,3.4,4,5,5,4,7,8,10,11,10,6,1,19,0.27,22,5,7,0.042,0.084,0.1175,0.413
cEDH,,prosper-tome-bound,,,,0,100,14,28,96,2.08,0.24,4.5,,,6,0,0,9,5,7,3,8,1,26,0.18,17,5,,0,0,0,0
cEDH,,tasha-the-witch-queen,,,,0,100,9,32,100,2.24,0.21,4.1,6,8,6,6,2,7,13,8,12,7,3,15,0.27,19,5,8,0.0115,0.036,0.0745,0.375
cEDH,,thrasios-triton-hero,,,,0,100,7,34,100,2.17,0.25,3.7,,,8,0,0,4,9,8,14,7,1,29,0.29,14,5,,0,0,0,0
cEDH,,gretchen-titchwillow,,,,0,100,6,34,97,1.89,0.28,3.6,,,15,0,0,6,9,6,11,7,1,25,0.24,14,5,,0,0,0,0
cEDH,,selvala-heart-of-the-wilds,,,,0,100,5,29,100,2.76,0.28,3.2,,,19,0,0,5,12,1,0,8,0,20,0.09,8,5,,0,0,0,0
cEDH,,kruphix-god-of-horizons,,,,0,100,4,34,100,2.36,0.2,3.5,,,5,0,0,7,15,6,13,4,1,20,0.23,14,5,,0,0,0,0
cEDH,,svella-ice-shaper,,,,0,100,1,36,97,3.91,0.05,3.1,,,0,0,0,0,7,6,1,29,5,19,0.36,0,5,,0,0,0,0
cEDH,,jodah-the-unifier,,,,0,100,5,32,100,2.46,0.21,3.3,6,,7,4,7,7,12,6,7,8,2,28,0.21,17,5,6,0.0335,0.114,0.199,0.5115
cEDH,,captain-sisay,,,,0,100,6,28,96,2.31,0.29,3.1,,,10,0,0,7,6,0,0,11,2,24,0.11,11,5,,0,0,0,0
cEDH,,esika-god-of-the-tree,,,,0,98,11,26,100,1.92,0.32653061224489793,3.8,4,4,6,4,7,7,9,8,9,5,1,29,0.22448979591836735,20,5,7,0.0325,0.0785,0.1425,0.489
cEDH,,kenrith-the-returned-king,,,,0,97,7,27,100,1.89,0.30927835051546393,3.5,4,5,6,4,7,10,8,6,9,8,2,28,0.23711340206185566,24,5,7,0.045,0.0855,0.154,0.5505
cEDH,,kethis-the-hidden-hand,,,,0,100,10,25,100,1.81,0.3,3.7,,,0,0,0,12,9,0,1,7,1,27,0.08,18,5,,0,0,0,0
cEDH,,shanid-sleepers-scourge,,,,0,100,9,29,100,2.1,0.25,3.6,5,7,1,1,3,6,10,4,2,11,1,30,0.17,15,5,6,0.0335,0.0865,0.134,0.356
cEDH,,vadrik-astral-archmage,,,,0,100,10,28,100,2.4,0.2,3.5,4,5,7,3,8,5,14,9,8,6,1,29,0.23,12,5,7,0.0105,0.044,0.0955,0.385
cEDH,,veyran-voice-of-duality,,,,0,100,11,27,100,2,0.3,3.8,4,4,5,2,5,4,17,10,12,8,2,22,0.3,13,5,7,0.024,0.036,0.0525,0.144
cEDH,,mizzix-of-the-izmagnus,,,,0,100,10,29,97,2.34,0.25,3.8,4,4,11,2,5,5,18,9,12,6,1,26,0.27,16,5,6,0.034,0.063,0.0935,0.2365
cEDH,,galazeth-prismari,,,,0,100,10,29,100,2.06,0.26,3.8,4,4,7,2,5,4,13,11,14,5,1,23,0.3,15,5,6,0.02,0.0335,0.0435,0.0995
cEDH,,ghyrson-starn-kelermorph,,,,0,100,8,30,97,1.9,0.32,3.6,4,4,7,5,8,3,14,8,12,17,6,18,0.37,13,5,8,0.013,0.019,0.0295,0.1185
cEDH,,zaffai-thunder-conductor,,,,0,100,12,26,96,2.73,0.25,3.7,4,4,9,2,5,5,5,8,11,6,0,26,0.25,13,5,7,0.0305,0.046,0.062,0.168
cEDH,,satoru-umezawa,,,,0,100,8,31,100,2.74,0.3,3.7,6,9,21,7,9,5,10,9,13,7,3,11,0.29,18,5,8,0.0035,0.0135,0.035,0.201
cEDH,,edric-spymaster-of-trest,,,,0,100,4,29,100,2.27,0.36,3,,,0,0,0,1,10,8,13,6,1,16,0.27,9,5,,0,0,0,0
cEDH,,grazilaxx-illithid-scholar,,,,0,100,5,30,100,2.29,0.33,3.2,,,0,0,0,3,13,11,17,11,1,8,0.39,9,5,,0,0,0,0
cEDH,,vela-the-night-clad,,,,0,100,1,34,85,3.58,0.03,2.9,,,0,0,0,0,14,3,5,16,2,14,0.24,0,5,,0,0,0,0
cEDH,,higure-the-still-wind,,,,0,100,8,32,100,2.4,0.21,3.9,8,,11,10,6,4,15,6,11,7,1,17,0.24,12,5,9,0,0.0015,0.0065,0.0695
cEDH,,kamiz-obscura-oculus,,,,0,100,5,30,100,2.14,0.22,3.3,6,,4,4,4,8,15,8,10,7,2,19,0.25,19,5,8,0.0065,0.02,0.057,0.3715
cEDH,,vilis-broker-of-blood,,,,0,100,12,32,100,2.5,0.22,4.7,11,,9,2,10,6,8,4,1,11,1,23,0.16,15,5,9,0,0.001,0.0035,0.083
cEDH,,yawgmoth-thran-physician,,,,0,100,11,28,100,1.83,0.32,4.2,,,8,0,0,5,3,2,0,8,1,21,0.1,10,5,,0,0,0,0
cEDH,,rowan-scion-of-war,,,,0,100,10,30,100,2.84,0.21,4.1,9,,10,1,5,4,9,5,3,16,1,27,0.24,11,5,7,0.0065,0.0275,0.063,0.239
cEDH,,chainer-dementia-master,,,,0,100,10,30,100,2.87,0.2,4.3,12,,4,1,4,7,7,1,0,11,1,20,0.12,12,5,9,0,0.004,0.007,0.1195
cEDH,,erebos-god-of-the-dead,,,,0,100,5,37,97,3.33,0.11,3.6,9,,3,1,2,5,5,2,0,14,3,9,0.16,7,5,9,0,0.002,0.005,0.0945
cEDH,,razaketh-the-foulblooded,,,,0,100,12,32,97,2.5,0.25,4.6,9,,7,1,5,4,3,1,1,6,0,32,0.08,11,5,7,0.0095,0.0175,0.027,0.07
cEDH,,jolene-the-plunder-queen,,,,0,100,8,30,100,2.04,0.35,3.5,5,7,5,5,11,8,8,5,4,11,0,32,0.2,10,5,7,0.028,0.096,0.174,0.528
cEDH,,etali-primal-storm,,,,0,100,11,33,97,2.81,0.14,4.3,6,7,3,3,14,1,6,5,3,7,3,29,0.15,7,5,7,0.0065,0.0165,0.0255,0.082
cEDH,,faldorn-dread-wolf-herald,,,,0,100,5,31,97,2.25,0.21,3.3,,,1,0,0,6,4,6,6,9,1,23,0.21,9,5,,0,0,0,0
cEDH,,maelstrom-wanderer,,,,0,100,10,32,100,3,0.21,4.2,,,9,0,0,4,8,6,2,7,1,35,0.15,16,5,,0,0,0,0
cEDH,,rashmi-and-ragavan,,,,0,100,9,30,100,2.13,0.28,3.8,4,4,4,2,5,7,10,10,11,5,2,29,0.26,16,5,6,0.062,0.0885,0.113,0.249
cEDH,,pantlaza-sun-favored,,,,0,100,7,31,100,2.06,0.28,3.6,,,7,0,0,7,8,6,2,9,0,25,0.17,13,5,,0,0,0,0
cEDH,,lord-xander-the-collector,,,,0,100,4,34,94,2.33,0.16,3.4,7,,8,7,6,5,7,7,8,4,1,13,0.19,17,5,8,0.003,0.012,0.033,0.3175
cEDH,,nicol-bolas-the-ravager,,,,0,100,9,31,97,2.25,0.23,3.9,4,4,6,4,7,7,12,10,10,10,4,18,0.3,26,5,7,0.042,0.087,0.1425,0.4395
cEDH,,kroxa-titan-of-deaths-hunger,,,,0,100,10,29,97,1.93,0.29,4.2,,,9,0,0,6,7,5,3,10,2,21,0.18,13,5,,0,0,0,0
cEDH,,nekusar-the-mindrazer,,,,0,100,9,29,100,2.17,0.24,4,4,3,7,4,7,6,19,9,9,5,2,19,0.23,21,5,7,0.037,0.0805,0.1415,0.534
cEDH,,tergrid-god-of-fright,,,,0,100,10,31,97,2.49,0.14,4.2,,,1,0,0,5,11,2,0,21,3,16,0.23,15,5,,0,0,0,0
cEDH,,rashmi-eternities-crafter,,,,0,100,5,30,97,2.17,0.29,3.2,,,0,0,0,4,16,8,16,10,1,18,0.34,13,5,,0,0,0,0
cEDH,,imoti-celebrant-of-bounty,,,,0,100,6,35,97,4.31,0.16,3.7,,,0,0,0,3,15,5,5,7,0,29,0.17,13,5,,0,0,0,0
cEDH,,damia-sage-of-stone,,,,0,100,9,32,94,2.01,0.28,4,5,6,6,6,2,8,12,4,8,9,3,26,0.21,23,5,7,0.042,0.0985,0.1715,0.582
cEDH,,emry-lurker-of-the-loch,,,,0,100,9,28,100,2.04,0.27,3.6,6,9,18,2,14,4,16,8,13,7,1,14,0.28,15,5,7,0.0175,0.0355,0.0605,0.1715
cEDH,,sai-master-thopterist,,,,0,100,9,30,100,2.17,0.24,3.6,6,9,19,4,8,3,12,8,11,6,1,20,0.25,11,5,7,0.0045,0.0085,0.015,0.066
cEDH,,arcum-dagsson,,,,0,100,7,29,97,2.28,0.28,3.3,,,4,0,0,1,10,6,10,8,1,16,0.24,11,5,,0,0,0,0
cEDH,,muzzio-visionary-architect,,,,0,100,6,31,97,2.81,0.16,3.4,6,10,14,1,2,1,8,7,10,3,0,17,0.2,9,5,8,0.004,0.0055,0.01,0.032
cEDH,,memnarch,,,,0,100,7,32,100,2.44,0.2,3.6,,,15,0,0,4,10,8,12,3,1,22,0.23,12,5,,0,0,0,0
cEDH,,marneus-calgar,,,,0,100,10,28,100,2.01,0.27,3.8,6,9,4,2,2,7,12,7,12,12,2,21,0.31,20,5,8,0.01,0.029,0.054,0.298
cEDH,,alela-artful-provocateur,,,,0,100,8,30,100,2.06,0.25,3.6,6,9,5,3,8,7,11,8,12,8,2,17,0.28,22,5,8,0.007,0.03,0.058,0.2995
cEDH,,raffine-scheming-seer,,,,0,100,7,28,96,2,0.27,3.3,6,,3,3,2,8,15,9,12,7,1,15,0.28,19,5,8,0.004,0.015,0.038,0.2615
cEDH,,yennett-cryptic-sovereign,,,,0,100,9,29,100,2.54,0.26,3.8,6,9,7,3,7,9,13,7,13,7,2,17,0.27,21,5,8,0.0145,0.035,0.061,0.332
cEDH,,sydri-galvanic-genius,,,,0,100,9,31,100,2.2,0.23,3.8,5,6,6,5,11,7,5,5,8,8,2,20,0.21,22,5,8,0.015,0.0485,0.087,0.4235
cEDH,,varina-lich-queen,,,,0,100,9,31,97,1.96,0.31,4.1,6,8,10,2,2,6,10,6,9,9,3,21,0.24,15,5,8,0.0045,0.023,0.049,0.2825
cEDH,,the-scarab-god,,,,0,100,6,32,97,2.54,0.21,3.6,6,9,4,2,2,7,9,7,10,8,3,12,0.25,17,5,7,0.009,0.0315,0.0765,0.382
cEDH,,toluz-clever-conductor,,,,0,100,10,28,96,1.9,0.28,4.1,6,8,2,2,2,6,17,7,11,6,1,20,0.24,23,5,8,0.016,0.037,0.0705,0.3145
cEDH,,sefris-of-the-hidden-ways,,,,0,100,6,30,97,2.53,0.2,3.4,,,2,0,0,7,14,6,9,8,1,13,0.23,16,5,,0,0,0,0
cEDH,,oskar-rubbish-reclaimer,,,,0,100,11,28,96,2.07,0.25,4.2,6,7,2,2,2,7,20,9,13,7,2,16,0.29,20,5,7,0.0165,0.0455,0.0765,0.3105
cEDH,,florian-voldaren-scion,,,,0,100,14,27,100,1.97,0.3,4.5,16,,4,1,5,8,5,7,3,12,1,25,0.22,17,5,9,0.001,0.002,0.0055,0.0545
cEDH,,rakdos-lord-of-riots,,,,0,100,9,29,97,3.06,0.2,3.7,,,1,0,0,6,5,4,3,8,1,28,0.15,13,5,,0,0,0,0
cEDH,,judith-the-scourge-diva,,,,0,100,10,33,88,2.24,0.22,4.5,7,8,13,5,8,5,6,6,2,13,3,20,0.21,12,5,6,0.045,0.1045,0.1605,0.3645
cEDH,,tazri-beacon-of-unity,,,,0,98,6,27,100,2.06,0.2755102040816326,3.2,6,,9,2,2,9,10,6,8,6,0,24,0.20408163265306123,20,5,8,0.007,0.023,0.06,0.4165
cEDH,,general-tazri,,,,0,100,7,30,100,1.83,0.31,3.7,4,4,7,4,7,9,8,5,7,5,1,22,0.17,22,5,7,0.0365,0.0715,0.1235,0.4505
cEDH,,morophon-the-boundless,,,,0,100,7,32,100,2.44,0.21,3.6,,,3,0,0,6,8,6,5,6,1,21,0.17,20,5,,0,0,0,0
cEDH,,aurelia-the-warleader,,,,0,100,6,32,97,2.25,0.21,3.5,7,,5,5,13,6,9,5,3,12,1,18,0.2,11,5,8,0.0085,0.036,0.075,0.45
cEDH,,lovisa-coldeyes,,,,0,100,0,35,100,3.34,0.09,3,,,0,0,0,0,4,0,0,26,4,0,0.26,0,5,,0,0,0,0
cEDH,,grand-warlord-radha,,,,0,100,5,29,97,2.42,0.23,3,5,9,5,4,8,6,6,3,3,9,0,21,0.15,9,5,8,0.0105,0.0375,0.0845,0.4035
cEDH,,atraxa-praetors-voice,,,,0,100,5,32,100,2.53,0.2,3.4,,,1,0,0,6,12,3,6,11,4,17,0.2,21,5,,0,0,0,0
cEDH,,niv-mizzet-reborn,,,,0,98,5,28,100,2.07,0.2653061224489796,3.2,6,,4,2,2,8,10,5,9,10,2,23,0.24489795918367346,17,5,8,0.011,0.0235,0.0575,0.3605
cEDH,,omnath-locus-of-creation,,,,0,100,6,32,100,2.06,0.25,3.7,4,4,8,2,5,10,10,7,9,6,2,21,0.22,19,5,6,0.105,0.1585,0.201,0.4115
cEDH,,baral-chief-of-compliance,,,,0,100,8,32,100,2.06,0.22,3.7,,,2,0,0,6,17,10,28,5,1,11,0.43,13,5,,0,0,0,0
cEDH,,kaza-roil-chaser,,,,0,100,6,32,94,2.43,0.17,3.5,4,5,11,2,5,1,13,7,12,5,1,17,0.24,8,5,7,0.004,0.0055,0.009,0.03
cEDH,,yenna-redtooth-regent,,,,0,100,2,32,91,2.21,0.25,3.1,,,4,0,0,3,12,0,0,9,0,19,0.09,9,5,,0,0,0,0
cEDH,,tom-bombadil,,,,0,100,3,31,100,3.01,0.1,3.1,,,0,0,0,4,16,3,3,14,4,23,0.2,9,5,,0,0,0,0
cEDH,,anikthea-hand-of-erebos,,,,0,100,6,29,100,2.1,0.28,3.3,,,1,0,0,10,10,1,1,9,1,22,0.11,18,5,,0,0,0,0
cEDH,,calix-guided-by-fate,,,,0,100,4,30,100,2.06,0.27,3.1,,,1,0,0,3,16,2,2,11,0,21,0.15,9,5,,0,0,0,0
cEDH,,go-shintai-of-lifes-origin,,,,0,100,6,30,100,2.23,0.24,3.3,,,0,0,0,7,9,5,6,8,1,20,0.19,20,5,,0,0,0,0
cEDH,,satsuki-the-living-lore,,,,0,100,5,35,94,1.94,0.26,3.4,,,3,0,0,5,8,1,1,5,0,15,0.07,12,5,,0,0,0,0
cEDH,,kaalia-of-the-vast,,,,0,100,11,30,100,2.41,0.25,4.4,,,4,0,0,8,7,2,1,5,0,26,0.08,15,5,,0,0,0,0
cEDH,,isshin-two-heavens-as-one,,,,0,100,9,31,97,2.33,0.22,3.7,7,,3,3,10,6,4,7,2,6,0,23,0.15,17,5,8,0.003,0.012,0.033,0.2525
cEDH,,anim-pakal-thousandth-moon,,,,0,100,7,30,100,2.11,0.23,3.4,9,,1,1,8,2,5,4,2,10,0,16,0.16,10,5,8,0.005,0.0085,0.0175,0.078
cEDH,,jirina-kudro,,,,0,100,3,35,100,2.74,0.12,3.5,,,0,0,0,3,6,1,1,11,3,7,0.13,6,5,,0,0,0,0
cEDH,,adeline-resplendent-cathar,,,,0,100,5,33,100,2.03,0.23,3.5,,,0,0,0,3,10,0,1,9,2,8,0.1,7,5,,0,0,0,0
cEDH,,ilharg-the-raze-boar,,,,0,100,12,29,93,3.38,0.17,4,6,8,5,5,21,2,6,7,5,10,3,26,0.22,9,5,8,0.0115,0.023,0.0405,0.1435
cEDH,,eruth-tormented-prophet,,,,0,100,13,25,100,1.87,0.32,3.8,4,4,8,4,7,3,26,9,10,8,0,26,0.27,14,5,6,0.04,0.0695,0.1155,0.312
cEDH,,melek-izzet-paragon,,,,0,100,6,34,94,2.61,0.16,3.6,4,4,10,1,3,5,18,4,8,3,1,14,0.15,10,5,7,0.018,0.045,0.0825,0.287
cEDH,,kalamax-the-stormsire,,,,0,100,6,30,100,2.26,0.26,3.4,4,5,11,2,5,6,11,8,12,12,2,21,0.32,14,5,6,0.0375,0.0635,0.0855,0.218
cEDH,,niv-mizzet-parun,,,,0,100,7,32,97,1.97,0.3,3.7,7,,3,3,3,3,15,13,17,12,1,20,0.42,10,5,8,0.0125,0.0265,0.0595,0.3595
cEDH,,kyler-sigardian-emissary,,,,0,100,6,33,97,2.54,0.19,3.7,,,0,0,0,5,11,1,0,7,1,19,0.08,11,5,,0,0,0,0
cEDH,,marwyn-the-nurturer,,,,0,100,4,27,100,2.62,0.25,2.9,,,25,0,0,6,13,1,0,7,0,20,0.08,9,5,,0,0,0,0
cEDH,,ezuri-renegade-leader,,,,0,100,4,29,100,2.48,0.23,3.1,,,20,0,0,7,10,0,0,6,0,24,0.06,6,5,,0,0,0,0
cEDH,,the-mimeoplasm,,,,0,100,6,30,97,2.34,0.28,3.4,6,10,3,3,2,9,9,7,6,7,2,16,0.2,19,5,8,0.007,0.032,0.08,0.429
cEDH,,meren-of-clan-nel-toth,,,,0,100,6,30,97,2.1,0.3,3.5,,,2,0,0,9,7,1,0,14,2,18,0.15,14,5,,0,0,0,0
cEDH,,karador-ghost-chieftain,,,,0,100,5,33,100,2.1,0.27,3.6,5,7,12,4,10,9,2,1,0,9,1,18,0.1,13,5,8,0,0.0095,0.0175,0.113
cEDH,,yarok-the-desecrated,,,,0,100,6,33,100,2.09,0.3,3.7,6,9,5,2,2,9,9,7,9,5,2,21,0.21,18,5,7,0.01,0.04,0.0955,0.4705
cEDH,,old-rutstein,,,,0,100,10,28,93,1.79,0.31,3.9,,,2,0,0,8,9,2,0,10,1,27,0.12,14,5,,0,0,0,0
cEDH,,wilhelt-the-rotcleaver,,,,0,100,7,31,97,2.35,0.21,3.7,6,9,34,8,11,6,6,5,8,9,3,15,0.22,14,5,7,0.0135,0.036,0.073,0.3285
